Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Pedro Aguirre Cerda, Av Clotario Blest     YC  60591/Huamalata",39900000,1145.794,41,41,2,1,0,26/02/2023
"Independencia, Venta Depto. Pablo Urzua- Metro Plaza Chacabuco-Independencia",64422550,1850.0,30,30,1,1,0,26/02/2023
"La Florida, García Hurtado de Mendoza",138595540,3980.0,94,94,4,2,1,26/02/2023
"Independencia, Santos Dumont/Hospitales",91723782,2634.0,36,36,1,1,0,26/02/2023
"Vitacura, YC 59957 Irene Frei/Coronel Avedaño",330000000,9476.495,1125,1125,3,3,0,26/02/2023
"Santiago, Morande / rosas",139292000,4000.0,52,52,2,2,0,26/02/2023
"La Florida, Av punta arenas/parque brasil",113174750,3250.0,72,72,3,2,1,26/02/2023
"Las Condes, Av. Cristobal Colón",400464500,11500.0,220,220,4,3,1,26/02/2023
"Las Condes, Calle Soria, Las Condes",487173770,13990.0,152,152,4,3,4,26/02/2023
"Ñuñoa, Diagonal vicuña mackenna",113174750,3250.0,47,47,2,1,1,26/02/2023
"Independencia, Independencia/Santos Dumont",130342489,3743.0,61,61,2,2,0,26/02/2023
"Providencia, El bosque/ el vergel",383053000,11000.0,129,129,3,2,2,26/02/2023
"Estación Central, Amm 50604  av. Central/coronel souper",100000000,2871.665,50,50,3,2,0,26/02/2023
"Vitacura, Candelaria Goyenechea/Américo Vespucio",682844207,19609.0,168,168,4,4,1,26/02/2023
"Maipú, Segunda trasversal AG- 58773/Tre norte",55716800,1600.0,52,52,3,1,1,26/02/2023
"Santiago, Vicuña Mackenna, ñuñoa",92002366,2642.0,29,29,1,1,0,26/02/2023
"La Florida, Froilan Roa/Av. Vicuña MAckenna Oriente",114915900,3300.0,70,70,2,1,1,26/02/2023
"Providencia, Dr. Pedro lautaro ferrer / consejo de indias",248984450,7150.0,94,94,1,1,1,26/02/2023
"Vitacura, Agua del palo",887986500,25500.0,489,489,5,5,4,26/02/2023
"Independencia, Fermin Vivaceta/José Bisquert",98235683,2821.0,53,53,2,2,1,26/02/2023
"Macul, Exequiel fernandez/av. Macul",185432475,5325.0,80,80,3,2,1,26/02/2023
"Las Condes, Avenida Apoquindo, Las Condes",268137100,7700.0,98,98,2,2,1,26/02/2023
"Conchalí, San Fernando",75000000,2153.749,60,60,3,1,0,26/02/2023
"Recoleta, Nu recoleta/recoleta",138943770,3990.0,81,81,3,2,1,26/02/2023
"La Florida, Vicuña Mackenna YC 58561/Bellavista",151480050,4350.0,76,76,3,2,1,26/02/2023
"Providencia, Avenida los leones/holanda-colegio mariano -nor-oriente",261172500,7500.0,87,87,2,2,1,26/02/2023
"Vitacura, El Arcangel/Arturo Ureta",449216700,12900.0,178,178,3,4,2,26/02/2023
"Ñuñoa, Jose Pedro Alessandri",125362800,3600.0,53,53,1,1,1,26/02/2023
"Las Condes, Kennedy / vespucio",238537550,6850.0,71,71,3,2,0,26/02/2023
"Las Condes, Kennedy Lateral sector parque arauco",469762270,13490.0,145,145,3,2,2,26/02/2023
"Santiago, Depto con 2d+2b+terraza y estc. Cerca a metro parque almagro",132327400,3800.0,54,54,2,2,1,26/02/2023
"Santiago, Eleuterio Ramírez",68000000,1952.732,29,29,1,1,0,26/02/2023
"Santiago, Beachuef/Parque O`Higgings",85107412,2444.0,19,19,1,1,1,26/02/2023
"Santiago, Fray camilo henríquez (piso 19)",100986700,2900.0,54,54,3,2,1,26/02/2023
"Las Condes, Manquehue/Isabel La Catolica",484039700,13900.0,187,187,3,3,2,26/02/2023
"Estación Central, Conde del Maule/Av. Libertador Bernardo O´higgins",73128300,2100.0,32,32,1,1,0,26/02/2023
"Santiago, Santo Domingo / Santiago Centro / Casco Histórico",73128300,2100.0,38,38,1,1,0,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",127521826,3662.0,84,84,3,2,1,26/02/2023
"Estación Central, Metro las rejas",50493350,1450.0,30,30,1,1,0,26/02/2023
"La Cisterna, Metro Lo Ovalle/La Cisterna",129228153,3711.0,60,60,2,2,1,26/02/2023
"Santiago, Av portugal/sta isabel",85316350,2450.0,31,31,1,1,1,26/02/2023
"Santiago, Santa rosa",100986700,2900.0,42,42,2,2,0,26/02/2023
"San Bernardo, O´Higgins con Amércia",116657050,3350.0,58,58,2,2,1,26/02/2023
"Recoleta, Av Recoleta/Metro Cementerio",118398200,3400.0,58,58,2,2,0,26/02/2023
"Estación Central, Pc 57979 palena/av. Las rejas sur",68000000,1952.732,57,57,3,1,1,26/02/2023
"Providencia, Puente rucamalac",260000000,7466.33,120,120,4,2,0,26/02/2023
"Lo Barnechea, San Jose de la Sierra / Mall Sport",417876000,12000.0,180,180,4,4,1,26/02/2023
"Macul, Americo vespucio 4601 departamento mariposa",102727850,2950.0,57,57,2,2,1,26/02/2023
"Santiago, Gorbea/ Vergara/Metro Toesca",94022100,2700.0,31,31,1,1,0,26/02/2023
"Las Condes, Camino a Farellones / Townhouse con Jardin",609402500,17500.0,280,280,4,4,2,26/02/2023
"Peñalolén, Venta Departamento 2 Dormitorios Peñalolén + Estacionamiento y Bodega",174811460,5020.0,84,84,2,2,1,26/02/2023
"Vitacura, Las nieves",274753470,7890.0,90,90,3,2,1,26/02/2023
"Santiago, San Francisco/Avenida Matta",72000000,2067.599,47,47,2,1,0,26/02/2023
"Santiago, Santiago, Región Metropolitana",73128300,2100.0,37,37,1,1,0,26/02/2023
"Las Condes, estoril",1027278500,29500.0,19639,19639,4,4,2,26/02/2023
"San Joaquín, A cinco minutos del Metro Carlos Valdovinos",97156170,2790.0,44,44,1,1,0,26/02/2023
"Puente Alto, Paseo pie andino 02798, Puente Alto",79000000,2268.616,60,60,3,1,0,26/02/2023
"Las Condes, Las trinitarias cercano a avenida las condes",181079600,5200.0,53,53,1,1,1,26/02/2023
"Ñuñoa, San Eugenio/Carlos Dittborn",139292000,4000.0,53,53,1,1,1,26/02/2023
"San Miguel, Depto de 2d+2b+balcón y bodega cerca a metro san miguel",121880500,3500.0,57,57,2,2,0,26/02/2023
"Santiago, Depto 2D 2B Terraza Santo Domingo/ Moneda 64mts.",149738900,4300.0,68,68,2,2,0,26/02/2023
"Santiago, Eleuterio ramírez  (piso 8)",118398200,3400.0,53,53,2,2,1,26/02/2023
"Santiago, Amunategui/balmaceda",115000000,3302.415,64,64,2,2,0,26/02/2023
"Las Condes, Noruega",424840600,12200.0,132,132,3,2,1,26/02/2023
"La Cisterna, Santa Corina/gran avenida",82286749,2363.0,32,32,1,1,1,26/02/2023
"Santiago, Vicuña Mackenna YC 61088/Metro Baquedano",62333170,1790.0,22,22,1,1,0,26/02/2023
"Ñuñoa, Sucre con Simón Bolívar / Ñuñoa",182820750,5250.0,66,66,2,2,1,26/02/2023
"San Miguel, Carmen Mena/Gran Avenida/Metro Ciudad del Niño",98166037,2819.0,29,29,1,1,1,26/02/2023
"Providencia, Providencia, Región Metropolitana",290772050,8350.0,100,100,2,2,1,26/02/2023
"Vitacura, Candelaria Goyenechea",463145900,13300.0,145,145,3,3,3,26/02/2023
"San Miguel, Curiñanca 900",175856150,5050.0,89,89,3,2,1,26/02/2023
"Estación Central, Las Rejas Norte 65",55716800,1600.0,28,28,1,1,0,26/02/2023
"Independencia, Nueva Andres Bello YC 54721/Av Fermin Vivaceta",74000000,2125.032,37,37,2,1,1,26/02/2023
"Santiago, Santo Domingo/Teatinos",205455700,5900.0,92,92,2,3,0,26/02/2023
"Santiago, Tocornal/Santa Victoria",104469000,3000.0,46,46,1,1,1,26/02/2023
"Puente Alto, Arturo Gordon  ag /Sargento Menadier",34000000,976.366,42,42,2,1,1,26/02/2023
"Santiago, Cóndor / san isidro",88000000,2527.065,47,47,2,1,1,26/02/2023
"Estación Central, Conde del Maule     YC 60344/Radal",97156170,2790.0,55,55,2,2,0,26/02/2023
"Providencia, Ricardo Lyon, Carlos Antunez",179338450,5150.0,52,52,1,1,1,26/02/2023
"Lo Barnechea, Centro de ski/El Colorado",215902600,6200.0,50,50,2,2,0,26/02/2023
"Ñuñoa, Crescente Errázuriz /Salvador",208938000,6000.0,80,80,2,1,0,26/02/2023
"Santiago, Carmen 550",121880500,3500.0,50,50,2,2,1,26/02/2023
"La Cisterna, Metro Lo Ovalle/La Cisterna",122890367,3529.0,52,52,2,2,1,26/02/2023
"Estación Central, Metro San Alberto Hurtado/Coronel Souper",66163700,1900.0,37,37,1,1,0,26/02/2023
"La Florida, Pudeto / Metro Mirador / a pasos Vicuña Mackenna y Mall Florida Center",120000000,3445.998,73,73,3,2,0,26/02/2023
"Santiago, Celia Sola/Diagonal Vicuña Mackenna",85873518,2466.0,35,35,1,1,0,26/02/2023
"Santiago, Jose Miguel Carrera/Sazie",261172500,7500.0,165,165,7,3,0,26/02/2023
"Independencia, Santos Dumont/Hospitales",93604224,2688.0,36,36,1,1,0,26/02/2023
"Ñuñoa, San Eugenio, Ñuñoa",150713944,4328.0,70,70,2,2,0,26/02/2023
"Ñuñoa, Irarrazabal - manuel montt",313058770,8990.0,110,110,3,2,1,26/02/2023
"Providencia, Metro los leones",219384900,6300.0,76,76,2,2,1,26/02/2023
"Santiago, Santiago, Región Metropolitana",104120770,2990.0,45,45,1,1,0,26/02/2023
"La Florida, vicente valdes 87",132327400,3800.0,83,83,3,2,0,26/02/2023
"Santiago, Tucapel  Jiménez/Av.  Manuel  Rodriguez  Nte.",76610600,2200.0,39,39,1,1,0,26/02/2023
"Las Condes, Isidora Goyenechea",380000000,10912.328,200,200,4,3,1,26/02/2023
"Vitacura, Alejandro Serani Norte",344747700,9900.0,113,113,4,3,1,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",137167797,3939.0,84,84,3,2,1,26/02/2023
"Providencia, Francisco Bilbao",295995500,8500.0,121,121,4,3,1,26/02/2023
"Vitacura, Club Manquehue",713523270,20490.0,207,207,3,4,2,26/02/2023
"Estación Central, Carlos Pezoa Véliz",114915900,3300.0,70,70,3,2,1,26/02/2023
"Ñuñoa, Rodrigo Araya/Avda. Grecia",93673870,2690.0,60,60,3,1,1,26/02/2023
"Ñuñoa, Avenida José Pedro Alessandri, Ñuñoa",243412770,6990.0,108,108,3,2,1,26/02/2023
"Providencia, Departamento en Venta en el mejor barrio de Providencia 2 Dormitorios 2 Baños",207510257,5959.0,76,76,2,2,1,26/02/2023
"La Cisterna, Metro Lo Ovalle/La Cisterna",126303021,3627.0,60,60,2,2,1,26/02/2023
"Ñuñoa, Miguel claro",191526500,5500.0,76,76,2,2,1,26/02/2023
"Providencia, Av. Pocuro con Suecia",182820750,5250.0,47,47,2,2,0,26/02/2023
"Estación Central, Santa Petronila",69646000,2000.0,39,39,1,1,0,26/02/2023
"Ñuñoa, Hernando de Aguirre / Perdro Torres",348230000,10000.0,115,115,4,3,1,26/02/2023
"Vitacura, Escrivá de Balaguer con La Llavería",292513200,8400.0,102,102,3,2,1,26/02/2023
"Las Condes, Av. Vital apoquindo ag - 62213/av. Alejandro fleming",95000000,2728.082,48,48,2,1,0,26/02/2023
"Vitacura, Casa Costanera",472130234,13558.0,120,120,3,3,2,26/02/2023
"Ñuñoa, Ñuñoa, Región Metropolitana",188044200,5400.0,79,79,2,2,1,26/02/2023
"Santiago, Metro Irarrázabal y Metro Ñuble",68000000,1952.732,34,34,1,1,0,26/02/2023
"La Pintana, Pasaje El Cultrún/Los Olmecas",45000000,1292.249,0,0,3,1,2,26/02/2023
"Santiago, Santo Domingo",195000000,5599.747,96,96,2,3,2,26/02/2023
"Santiago, Antofagasta",41000000,1177.383,47,47,1,1,1,26/02/2023
"Santiago, Nataniel cox nu-60247/zenteno",66163700,1900.0,39,39,2,1,0,26/02/2023
"Santiago, Parque de Los Reyes",61984940,1780.0,35,35,1,1,0,26/02/2023
"Las Condes, Alonso de camargo mall plaza los dominicos",238537550,6850.0,80,80,3,3,1,26/02/2023
"Santiago, Libertad/Barrio Brasil",101822452,2924.0,37,37,1,1,0,26/02/2023
"Santiago, Se vende bonito departamento de 1d+1b, con walk in closet.",95066790,2730.0,30,30,1,1,0,26/02/2023
"Santiago, Monjitas con Enrique Mac Iver",86709270,2490.0,35,35,1,1,0,26/02/2023
"Las Condes, Las Condes con Fray Montalva",173766770,4990.0,50,50,1,1,0,26/02/2023
"Vitacura, Juan xxiii, vitacura",639698510,18370.0,256,256,4,4,3,26/02/2023
"Independencia, Hospital Clinico Universidad de Chile",52199677,1499.0,30,30,1,1,0,26/02/2023
"Ñuñoa, Irrarrazaval YC 60726/Vicuña Mackenna",99245550,2850.0,50,50,2,2,0,26/02/2023
"Las Condes, Hendaya",609402500,17500.0,290,290,4,3,2,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",133232798,3826.0,76,76,3,2,2021,26/02/2023
"Santiago, Libertad/Erasmo Escala",138874124,3988.0,55,55,2,2,1,26/02/2023
"Quilicura, San Enrique   YC 61081/Av. Manuel Antonio Matta",53000000,1521.983,68,68,3,1,1,26/02/2023
"Independencia, Santos Dumont/Hospitales",91932720,2640.0,36,36,1,1,0,26/02/2023
"Ñuñoa, Jose Domingo Cañas, Capitan Fuentes y Monseñor Eyzaguirre",238537550,6850.0,92,92,3,2,1,26/02/2023
"Santiago, mosqueto con monjitas",85629757,2459.0,43,43,1,1,0,26/02/2023
"Santiago, Santo Domingo/San Antonio",73128300,2100.0,35,35,1,1,0,26/02/2023
"Lo Barnechea, La parva",591991000,17000.0,106,106,4,3,0,26/02/2023
"Vitacura, Candelaria/Brown",285896830,8210.0,67,67,1,2,1,26/02/2023
"Ñuñoa, José Domingo Cañas/Grecia",190133580,5460.0,64,64,2,2,0,26/02/2023
"Ñuñoa, Campus oriente uc, metro chile españa",195008800,5600.0,70,70,2,2,1,26/02/2023
"San Joaquín, Departamento con 3d+1b y terraza. A pasos del metro bío bio",87057500,2500.0,47,47,3,1,0,26/02/2023
"Las Condes, El golf",623331700,17900.0,211,211,4,4,2,26/02/2023
"Independencia, Av. Independencia # 1922",849681200,24400.0,471,471,15,6,0,26/02/2023
"Peñalolén, Tobalaba 10081",67000000,1924.016,5265,5265,2,1,1,26/02/2023
"Vitacura, Candelaria Goyenechea/ Vespucio/Luis Carrera",426094228,12236.0,82,82,2,2,18,26/02/2023
"Las Condes, Padre hurtado - visviri",295995500,8500.0,115,115,3,3,2,26/02/2023
"Santiago, Libertad/Erasmo Escala",135844523,3901.0,54,54,2,2,0,26/02/2023
"San Miguel, Avenida Salesianos",94022100,2700.0,42,42,1,1,0,26/02/2023
"Santiago, Ismael Valdés Vergara",270000000,7753.496,174,174,3,3,1,26/02/2023
"Las Condes, El remanso",818340500,23500.0,310,310,3,5,2,26/02/2023
"La Reina, Hannover",243761000,7000.0,77,77,2,2,1,26/02/2023
"Estación Central, Santa Petronila/Avda Ecuador",41000000,1177.383,20,20,1,1,0,26/02/2023
"Santiago, Lord Cochrane",92000000,2641.932,51,51,2,2,0,26/02/2023
"Ñuñoa, Heriberto covarrubias (piso 7)",125362800,3600.0,32,32,1,1,0,26/02/2023
"Cerro Navia, C. El  nogal/c. Las encinas",57000000,1636.849,57,57,3,1,1,26/02/2023
"Providencia, Huelén",195008800,5600.0,85,85,2,2,0,26/02/2023
"Estación Central, avda cuadro verde 0160",134068550,3850.0,72,72,3,2,1,26/02/2023
"Independencia, Venta en Departamento- Independencia - Pablo Urzúa- Metro Plaza Chacabuco",64422550,1850.0,30,30,1,1,0,26/02/2023
"Providencia, eliodoro yañez con antonio varas",385455787,11069.0,116,116,3,3,0,26/02/2023
"Santiago, Portugal/Vicuña Mackenna",131630940,3780.0,59,59,1,1,0,26/02/2023
"La Florida, Miguel Mujica 4474",65990000,1895.012,57,57,3,1,1,26/02/2023
"Santiago, Vicuña Mackenna/Metro Estacion Ñuble",178746459,5133.0,72,72,2,2,0,26/02/2023
"Santiago, Arturo Prat/Eleuterio Ramirez",85316350,2450.0,38,38,2,1,0,26/02/2023
"Vitacura, Av Pdte Kennedy  YC 60214/Arturo Ureta",174115000,5000.0,39,39,1,1,0,26/02/2023
"Macul, Metro Las Torres",92280950,2650.0,55,55,2,2,0,26/02/2023
"Estación Central, Carlos Pezoa Veliz  ag/Av. Ecuador",60940250,1750.0,30,30,1,1,0,26/02/2023
"Las Condes, El Director esquina Manquehue a pasos Apumanque",264654800,7600.0,81,81,2,2,2,26/02/2023
"Vitacura, Av presidente kennedy / navidad",654672400,18800.0,200,200,4,4,3,26/02/2023
"Santiago, Santa Isabel",83052855,2385.0,41,41,1,1,0,26/02/2023
"Santiago, Depto. Amoblado nuevo de 1d + 1b + terraza + estacionami...",100986700,2900.0,45,45,1,1,0,26/02/2023
"Pudahuel, Diagonal Teniente Cruz / Av. Teniente Cruz",85000000,2440.915,47,47,3,1,0,26/02/2023
"Santiago, Entre Carmen y Tocornal",107000000,3072.682,61,61,3,2,0,26/02/2023
"San Miguel, San Nicolas YC 62072/Piramide",69000000,1981.449,30,30,1,1,0,26/02/2023
"Ñuñoa, Gran oportunidad //avenida irarrázaval",104120770,2990.0,32,32,1,1,1,26/02/2023
"Santiago, Santiago, Región Metropolitana",104469000,3000.0,63,63,2,2,1,26/02/2023
"Santiago, Eleuterio Ramírez , Santiago de Chile, Región Metropolitana de Santiago , Chile, Dpto. 22",72999999,2096.316,37,37,1,1,0,26/02/2023
"Ñuñoa, Domingo Faustino Sarmiento/Irarrazabal",201973400,5800.0,53,53,2,2,0,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",123865411,3557.0,71,71,3,2,1,26/02/2023
"Ñuñoa, Hernan Cortes/Suecia",235055250,6750.0,69,69,2,2,1,26/02/2023
"Santiago, Avenida Presidente Balmaceda",103508866,2972.428,56,56,2,2,1,26/02/2023
"Lo Barnechea, La Huasa con El Rodeo",445734400,12800.0,125,125,3,3,2,26/02/2023
"Estación Central, Coronel Souper",41000000,1177.383,21,21,1,1,0,26/02/2023
"Las Condes, Martín de Zamora/Plaza del Inca",424840600,12200.0,118,118,4,3,1,26/02/2023
"Independencia, Santos Dumont/Hospitales",89878163,2581.0,36,36,1,1,0,26/02/2023
"Santiago, Metro Gruta De Lourdes/Santo Domingo",81276882,2334.0,22,22,1,1,0,26/02/2023
"Santiago, Presidente balmaceda/brasil",128845100,3700.0,0,0,3,2,0,26/02/2023
"Santiago, Teatinos  YC  56512/Santo Domingo",118398200,3400.0,54,54,2,1,0,26/02/2023
"Santiago, General mackenna/autopista central",65815470,1890.0,28,28,1,1,0,26/02/2023
"Santiago, San Diego con Victoria",48403970,1390.0,28,28,1,1,0,26/02/2023
"Providencia, Republica de Cuba / El Vergel",341265400,9800.0,106,106,1,2,2,26/02/2023
"Santiago, Irarrázaval/Vicuña Mackenna",87753960,2520.0,30,30,1,1,0,26/02/2023
"Santiago, Libertad/Barrio Brasil",102658204,2948.0,37,37,1,1,0,26/02/2023
"Santiago, Bandera 700-900",101160815,2905.0,44,44,2,2,1,26/02/2023
"Ñuñoa, Cauquenes",177597300,5100.0,64,64,2,2,1,26/02/2023
"San Miguel, 3 cuadras metro San Miguel",156703500,4500.0,60,60,2,2,1,26/02/2023
"Providencia, Providencia, Región Metropolitana",316889300,9100.0,95,95,3,2,1,26/02/2023
"Estación Central, Av. Ecuador  ag/francisco zelda",70000000,2010.166,39,39,1,1,0,26/02/2023
"Ñuñoa, Los Avellanos , Ñuñoa",167150400,4800.0,62,62,2,2,1,26/02/2023
"Santiago, A pasos de metro Parque Almagro",129889790,3730.0,446,446,1,1,0,26/02/2023
"Huechuraba, Av Del Parque - Ciudad Empresarial",208938000,6000.0,95,95,2,2,1,26/02/2023
"Santiago, San Pablo 2966 1 Dorm, 1 Baño esquina Maipu, Metro Quinta Normal",47000000,1349.683,32,32,1,1,0,26/02/2023
"Santiago, Celia Sola/Diagonal Vicuña Mackenna",122542137,3519.0,60,60,2,2,0,26/02/2023
"Independencia, Santos Dumont/Hospitales",90713915,2605.0,36,36,1,1,0,26/02/2023
"Santiago, Santiago, Región Metropolitana",114915900,3300.0,48,48,2,1,1,26/02/2023
"Ñuñoa, Departamento en Avda. Ricardo Lyon en Ñuñoa",243761000,7000.0,86,86,3,2,1,26/02/2023
"La Florida, Vende para inversión depto 1d 1b 1e 1b, la florida",80300000,2305.947,33,33,1,1,1,26/02/2023
"Santiago, Bandera/Rozas",129994259,3733.0,58,58,2,2,1,26/02/2023
"Santiago, Libertad/Barrio Brasil",103319841,2967.0,37,37,1,1,0,26/02/2023
"Lo Barnechea, Calle dos",365641500,10500.0,120,120,3,2,1,26/02/2023
"Santiago, Bandera/Rozas",140301867,4029.0,62,62,2,2,1,26/02/2023
"Santiago, Santiago, Región Metropolitana",139292000,4000.0,68,68,3,2,1,26/02/2023
"Peñalolén, Antupiren con Sanchez Fontecilla",172373850,4950.0,104,104,3,2,1,26/02/2023
"Santiago, san diego 1344",80092900,2300.0,46,46,2,1,1,26/02/2023
"Las Condes, Las verbenas cercano al alto las condes",396982200,11400.0,138,138,4,3,2,26/02/2023
"Las Condes, Presidente Errazuriz - Gertrudis Echeñique",553685700,15900.0,175,175,3,3,2,26/02/2023
"Santiago, Libertad/Metro U.Latinoamericana",126929835,3645.0,54,54,2,2,0,26/02/2023
"Ñuñoa, Aristoteles 931",170632700,4900.0,95,95,2,2,1,26/02/2023
"Las Condes, Av las condes con la cabaña",276842850,7950.0,75,75,2,2,1,26/02/2023
"Las Condes, Colón / Tobalaba",271619400,7800.0,94,94,3,2,1,26/02/2023
"Vitacura, Lo Curro caletera sector el Crepusculo",905398000,26000.0,602,602,6,5,3,26/02/2023
"Lo Barnechea, Camino del Chin/Camino del Yunque",431282855,12385.0,180,180,4,2,2,26/02/2023
"Estación Central, Las rejas",51955916,1492.0,42,42,2,1,0,26/02/2023
"Independencia, Carrión 1346",107951300,3100.0,0,0,3,2,1,26/02/2023
"Santiago, Lord Cochrane con Eleuterio Ramirez",81485820,2340.0,34,34,1,1,0,26/02/2023
"Las Condes, El trovador, las condes",149738900,4300.0,37,37,1,1,1,26/02/2023
"Santiago, Mapocho / san martín",110737140,3180.0,64,64,2,2,1,26/02/2023
"Santiago, Santiago, Región Metropolitana",111433600,3200.0,43,43,2,1,1,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",122263553,3511.0,71,71,3,2,1,26/02/2023
"Independencia, Independencia/Santos Dumont",88659358,2546.0,36,36,1,1,0,26/02/2023
"La Florida, Froilan Lagos      YC - 60194/Américo Vespucio",89495110,2570.0,35,35,2,1,0,26/02/2023
"Estación Central, Coronel Souper    YC 60329/Nicasio Retamales",62333170,1790.0,35,35,1,1,0,26/02/2023
"Independencia, Venta Departamento 2 Dormitorios Independencia",65000000,1866.582,46,46,2,1,0,26/02/2023
"Ñuñoa, Los Guindos",403946800,11600.0,144,144,3,2,2,26/02/2023
"Santiago, Rosas con morande",144828857,4159.0,53,53,2,2,1,26/02/2023
"Estación Central, Mirador Souper / Ecuador",77307060,2220.0,38,38,1,1,0,26/02/2023
"Lo Barnechea, El tranque la dehesa",477075100,13700.0,160,160,3,3,2,26/02/2023
"Santiago, Santiago, Región Metropolitana",161926950,4650.0,67,67,2,2,1,26/02/2023
"Lo Barnechea, Avda la dehesa frente portal",504933500,14500.0,170,170,4,3,2,26/02/2023
"Santiago, Merced , Santiago de Chile, Dpto. 4",87022677,2499.0,32,32,1,1,0,26/02/2023
"Santiago, Libertad/Metro U Latinoamericana",107812008,3096.0,39,39,1,1,0,26/02/2023
"Maipú, Avenida argentina 147",146256600,4200.0,100,100,4,2,1,26/02/2023
"Cerrillos, Esquina blanca ag/av. 5 de abril",62000000,1780.432,50,50,3,1,1,26/02/2023
"Las Condes, Av. Cristóbal colón / américo vespucio",341265400,9800.0,150,150,4,3,1,26/02/2023
"Santiago, Departamento con 2d + 1b y bodega. A pasos del metro",104469000,3000.0,38,38,2,1,0,26/02/2023
"Santiago, Vicuña Mackenna/Sta. Elena",135809700,3900.0,47,47,2,2,1,26/02/2023
"Lo Barnechea, Lujoso departamento triplex con piscina y quincho privado",1427743000,41000.0,633,633,4,4,0,26/02/2023
"Santiago, Serrano 611",69646000,2000.0,35,35,1,1,0,26/02/2023
"Santiago, Eleuterio Ramirez / Serrano",76610600,2200.0,29,29,1,1,0,26/02/2023
"Santiago, Santa isabel nu-60725/rauli",74869450,2150.0,34,34,1,1,0,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",129854967,3729.0,84,84,3,2,1,26/02/2023
"Ñuñoa, General Bustamante/Irarrazaval",111433600,3200.0,41,41,1,1,0,26/02/2023
"Estación Central, Ecuador/alameda",100986700,2900.0,55,55,2,1,0,26/02/2023
"La Florida, Rojas Magallanes con vicuña mackenna",74869450,2150.0,36,36,1,1,0,26/02/2023
"Santiago, Santiago, Región Metropolitana",99907187,2869.0,38,38,1,1,0,26/02/2023
"Providencia, Departamento de 1 ambiente con baño. Cerca a metro baquedano",79744670,2290.0,32,32,1,1,0,26/02/2023
"Santiago, Eleuterio Ramírez",9924555000,285000.0,64,64,2,2,0,26/02/2023
"Independencia, Dpto. a pasos del Metro Cal y Canto",92280950,2650.0,443,443,1,1,0,26/02/2023
"Santiago, Merced  N° , Santiago de Chile, Dpto. 10",129990000,3732.878,35,35,1,1,0,26/02/2023
"Macul, Qulín/Vespucio/Ramón Cruz Montt",81485820,2340.0,26,26,1,1,0,26/02/2023
"San Miguel, Rey Alberto - Ventura Blanco",138943770,3990.0,71,71,2,2,13,26/02/2023
"Las Condes, Francisco Bulnes Correa",522345000,15000.0,170,170,4,4,1,26/02/2023
"La Florida, Cesion de derechos/ Av Departamental/Clinica Bupa/ Autopista Vespucio Sur",71387150,2050.0,39,39,1,1,0,26/02/2023
"Ñuñoa, Plaza ñuñoa, jorge washington, metro",233314100,6700.0,90,90,3,2,1,26/02/2023
"Las Condes, Av. Cristobal Colón con Martín Alonso Pinzón",226349500,6500.0,75,75,2,2,1,26/02/2023
"Providencia, Barcelona con Avenida Providencia",146256600,4200.0,34,34,1,1,1,26/02/2023
"Santiago, San Diego/Eleuterio Ramirez",86709270,2490.0,47,47,2,1,0,26/02/2023
"Providencia, Bustamante / Bilbao",134765010,3870.0,59,59,3,2,0,26/02/2023
"Santiago, Sargento Aldea/Zenteno, Santiago",90539800,2600.0,40,40,2,1,1,26/02/2023
"Santiago, tarapacá/serrano",118398200,3400.0,54,54,2,2,0,26/02/2023
"Santiago, Vicuña Mackenna - Portugal",119895589,3443.0,56,56,2,2,1,26/02/2023
"Santiago, Santa Isabel/San Diego",100000000,2871.665,63,63,2,2,1,26/02/2023
"La Florida, Santa Victoria, La Florida",181636768,5216.0,85,85,3,2,0,26/02/2023
"Providencia, Villaseca/Ricardo Lyon",497620670,14290.0,143,143,3,3,2,26/02/2023
"Providencia, Ricardo Lyon",316088371,9077.0,85,85,2,2,0,26/02/2023
"Santiago, Fray Camilo Henriquez YC 60163/10 de Julio",90539800,2600.0,38,38,1,1,1,26/02/2023
"Las Condes, A pasos de Avenida Presidente Kennedy",449216700,12900.0,165,165,3,4,2,26/02/2023
"Ñuñoa, Irarrazabal 425",184561900,5300.0,60,60,2,2,2,26/02/2023
"Independencia, Av. Independencia (lado metro hospitales)",100986700,2900.0,54,54,2,2,0,26/02/2023
"Providencia, Hernando de Aguirre",341265400,9800.0,161,161,3,2,2,26/02/2023
"La Reina, Echeñique 5819",257690200,7400.0,69,69,2,2,1,26/02/2023
"Independencia, Avenida independencia",76000000,2182.466,43,43,2,1,0,26/02/2023
"San Miguel, san Ignacio 4850",132327400,3800.0,53,53,2,2,1,26/02/2023
"Ñuñoa, Casa de la cultura ñuñoa, los jardines",243412770,6990.0,95,95,3,3,2,26/02/2023
