Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Ñuñoa, Avenida Italia con Irarrazabal",195008800,5600.0,71,71,2,2,0,17/02/2023
"Santiago, Eyzaguirre con San Francisco",144515450,4150.0,70,70,3,2,1,17/02/2023
"Las Condes, Metro Manquehue / Alonso de Córdova",229831800,6600.0,65,65,2,2,0,17/02/2023
"San Miguel, Llano Subercaseaux",85000000,2440.915,68,68,3,2,0,17/02/2023
"Santiago, Tocornal 601",78351750,2250.0,43,43,2,1,1,17/02/2023
"Macul, Americo vespucio 4601, macul",90539800,2600.0,55,55,2,2,0,17/02/2023
"Santiago, Carmen 187, santiago",132327400,3800.0,70,70,2,2,0,17/02/2023
"Las Condes, Alcantara / Metro Cristobal Colón",285548600,8200.0,110,110,2,2,1,17/02/2023
"Las Condes, Los Militares/Manquehue Norte",158096420,4540.0,6,6,1,1,1,17/02/2023
"San Joaquín, Carlos valdovinos / vicuña mackenna / metro",90539800,2600.0,48,48,2,2,0,17/02/2023
"Providencia, Malaquías Concha",302960100,8700.0,120,120,2,2,2,17/02/2023
"Lo Barnechea, El Colorado/La Paloma",170632700,4900.0,50,50,3,1,1,17/02/2023
"Santiago, Se vende cómodo departamento ubicado en histórico Barrio República.",85000000,2440.915,60,60,2,1,0,17/02/2023
"Providencia, Metro Manuel Montt",313058770,8990.0,79,79,1,2,0,17/02/2023
"Estación Central, Padre Alberto Hurtado 194, Estación Central Región Metropolitana de Santiago",76610600,2200.0,32,32,1,1,0,17/02/2023
"Vitacura, San Jose Maria Escriva De Balaguer 9211, Vitacura, Región Metropolitana de Santiago",370864950,10650.0,110,110,3,3,0,17/02/2023
"Providencia, Venta depto providencia",290772050,8350.0,90,90,2,2,2,17/02/2023
"Santiago, Carmen / Santa Isabel",97504400,2800.0,55,55,2,1,0,17/02/2023
"Ñuñoa, Plaza Egaña",156703500,4500.0,48,48,2,1,1,17/02/2023
"La Florida, Dpto. Mariposa / Metro Rojas Magallanes",134068550,3850.0,53,53,2,2,0,17/02/2023
"Las Condes, Felipa II con Vespucio",181079600,5200.0,76,76,2,2,1,17/02/2023
"Santiago, Tarapacá con San Francisco",102727850,2950.0,45,45,2,1,1,17/02/2023
"Colina, La reserva",285548600,8200.0,108,108,3,2,2,17/02/2023
"Las Condes, Felipa II con Vespucio",205455700,5900.0,76,76,2,2,1,17/02/2023
"Huechuraba, Los Libertadores 7135",156703500,4500.0,76,76,2,2,1,17/02/2023
"Santiago, San Ignacio // Ruta 5 Sur// Manuel Antonio Matta",73128300,2100.0,25,25,1,1,1,17/02/2023
"Santiago, General Las Heras, Santiago de Chile, Región Metropolitana de Santiago",101717983,2921.0,45,45,2,2,0,17/02/2023
"Santiago, compañia con manuel rodriguez",104469000,3000.0,25,25,1,1,0,17/02/2023
"San Miguel, Maria auxiliadora / santa rosa / alcalde alarcon",74869450,2150.0,52,52,3,1,0,17/02/2023
"Macul, A cinco minutos del metro Camino Agrícola y al lado del INACAP",73128300,2100.0,29,29,1,1,0,17/02/2023
"Ñuñoa, Francisco Villagra / Irarrázaval",180000000,5168.998,66,66,2,2,0,17/02/2023
"Las Condes, Vital apoquindo/felming",85000000,2440.915,42,42,2,1,0,17/02/2023
"Santiago, Curico/Diagonal Parauay",149738900,4300.0,68,68,3,2,1,17/02/2023
"Vitacura, Balaguer/La Llaveria",365293270,10490.0,120,120,4,3,2,17/02/2023
"Providencia, Pocuro 2500",438108163,12581.0,129,129,3,3,1,17/02/2023
"Providencia, Pocuro 2500",318247397,9139.0,84,84,2,2,1,17/02/2023
"Ñuñoa, Rodrigo de Araya Marathon",86987854,2498.0,36,36,1,1,0,17/02/2023
"La Florida, La florida geronimo de alderete",138595540,3980.0,74,74,2,2,1,17/02/2023
"Santiago, Moneda metro cumming",109692450,3150.0,57,57,3,2,1,17/02/2023
"Vitacura, Av Santa Maria 9100",428322900,12300.0,0,0,3,3,1,17/02/2023
"Estación Central, Ecuador 5079",128845100,3700.0,691,691,3,2,1,17/02/2023
"Providencia, Bilbao / Roman Diaz",248636220,7140.0,91,91,3,2,1,17/02/2023
"Santiago, San Francisco",156355270,4490.0,94,94,3,2,1,17/02/2023
"Santiago, San pablo",80000000,2297.332,45,45,2,1,0,17/02/2023
"Cerrillos, Condominio jardin oeste",103424310,2970.0,70,70,2,2,0,17/02/2023
"Macul, Macul, Región Metropolitana",79000000,2268.616,49,49,2,1,0,17/02/2023
"Macul, Los Espinos con Exequiel Fernandez",104120770,2990.0,49,49,2,2,0,17/02/2023
"Santiago, San Ignacio con Avenida matta",83000000,2383.482,74,74,3,1,1,17/02/2023
"La Reina, Mateo de Toro y Zambrano, La Reina",142774300,4100.0,65,65,3,2,0,17/02/2023
"Santiago, Metro Baquedano",100638470,2890.0,49,49,2,1,1,17/02/2023
"Ñuñoa, Duble Almeyda",212420300,6100.0,80,80,2,2,1,17/02/2023
"Santiago, Manuel Rodriguez",116657050,3350.0,53,53,2,2,1,17/02/2023
"Santiago, San Francisco // General Gana",80092900,2300.0,51,51,2,2,1,17/02/2023
"Quinta Normal, Metro Gruta Lourdes Autopista Central",94022100,2700.0,48,48,2,2,0,17/02/2023
"Quinta Normal, Huerfanos/Compañia",72780070,2090.0,49,49,3,1,0,17/02/2023
"Vitacura, La Aurora - Vitacura - Departamento Como Nuevo! Espectacular",550203400,15800.0,167,167,3,3,2,17/02/2023
"Puente Alto, Meli",30000000,861.5,40,40,2,1,0,17/02/2023
"Lo Barnechea, Hermoso Dúplex con vista privilegiada y extraordinaria Terraza",800929000,23000.0,310,310,3,4,3,17/02/2023
"Santiago, Con san diego",121880500,3500.0,55,55,2,2,1,17/02/2023
"San Miguel, Av. josé miguel carrera",90539800,2600.0,0,0,1,1,0,17/02/2023
"Independencia, Cerca de metro cal y canto",70000000,2010.166,0,0,2,1,0,17/02/2023
"San Miguel, Con san nicolas",73128300,2100.0,0,0,1,1,0,17/02/2023
"Santiago, Fray Camilo Henríquez 440",60069675,1725.0,20,20,1,1,0,17/02/2023
"Pudahuel, Cercano a El Tranque",57000000,1636.849,0,0,3,1,0,17/02/2023
"La Florida, Cercano a rojas magallanes",149000000,4278.781,65,65,3,2,1,16/02/2023
"Ñuñoa, A una cuadra de Irarrázaval",149738900,4300.0,52,52,2,2,1,16/02/2023
"Conchalí, Av. Dorsal 1399",80092900,2300.0,70,70,3,2,2,16/02/2023
"La Florida, Vicuña Mackenna",113174750,3250.0,95,95,2,2,1,16/02/2023
"Maipú, Cercano a Camino a Rinconada",54000000,1550.699,53,53,3,1,1,16/02/2023
"Santiago, A una cuadra de calle Mapocho",50000000,1435.833,0,0,1,1,0,16/02/2023
"Ñuñoa, Cercano a metro Ñuble",125362800,3600.0,0,0,3,1,1,16/02/2023
"San Miguel, a 5 cuadras del metro Lo Vial",156703500,4500.0,0,0,3,2,1,16/02/2023
"San Bernardo, Cercano a Av Carlos Condell",33081850,950.0,0,0,2,1,0,16/02/2023
"San Bernardo, Cercano al Hospital el Pino",32000000,918.933,42,42,2,1,0,16/02/2023
"San Miguel, Cercano a metro San Miguel",80092900,2300.0,45,45,2,1,0,16/02/2023
"Santiago, Santo domingo con teatinos",100986700,2900.0,0,0,1,1,0,16/02/2023
"Santiago, Cercano a metro los heroes",110000000,3158.832,0,0,2,1,0,16/02/2023
"La Cisterna, Cercano a intermodal La Cisterna, metro L2",78000000,2239.899,0,0,3,1,1,16/02/2023
"Macul, los espinos con exequiel fernandez",121880500,3500.0,50,50,2,2,0,16/02/2023
"Providencia, Avenida el Cerro / Costanera Norte / Hotel Sheraton",283807450,8150.0,85,85,2,2,0,16/02/2023
"Santiago, A 2 cuadras del metro Santa Ana",120000000,3445.998,69,69,3,2,0,16/02/2023
"Huechuraba, Avenida Pedro Fontova",160185800,4600.0,95,95,2,2,1,16/02/2023
"Santiago, San Francisco",69646000,2000.0,30,30,1,1,0,16/02/2023
"San Joaquín, Santa rosa/rivas",71387150,2050.0,44,44,3,1,0,16/02/2023
"Santiago, Manuel rodrigues con Tucapel Jiménez",73000000,2096.316,47,47,1,1,0,16/02/2023
"Las Condes, Alonso de cordova / parque araucano / avda pdte kennedy",184561900,5300.0,45,45,1,1,1,16/02/2023
"Santiago, Metro puente cal y canto / mornade / cuartel general pdi",94022100,2700.0,42,42,1,1,0,16/02/2023
"Las Condes, Hermanos cabot, geronimo de alderete",522345000,15000.0,154,154,3,3,2,16/02/2023
"Santiago, Manuel Rodriguez Sur 772",99245550,2850.0,447,447,2,1,0,16/02/2023
"Las Condes, La gloria",289030900,8300.0,90,90,2,2,1,16/02/2023
"Ñuñoa, cercano a la Línea 4 del Metro Estaciones Bilbao y Príncipe de Gales",316889300,9100.0,123,123,3,3,0,16/02/2023
"Santiago, cerca del metro santa lucia",69646000,2000.0,34,34,1,1,0,16/02/2023
"Ñuñoa, Eduardo Castillo Velasco // Exequiel Fernandez",174115000,5000.0,72,72,2,2,1,16/02/2023
"La Florida, Colombia / Vicente Valdes",100986700,2900.0,40,40,1,1,1,16/02/2023
"Santiago, Metro Franklin / General Gana",87057500,2500.0,44,44,2,2,1,16/02/2023
"Macul, Metro Carlos Valdovinos / Quilin",77307060,2220.0,42,42,1,1,0,16/02/2023
"Santiago, cerca del metro irrazabal",87057500,2500.0,33,33,1,1,0,16/02/2023
"Ñuñoa, Metro Chile-España",113174750,3250.0,42,42,1,1,0,16/02/2023
"Vitacura, 160 m2 de terrazas, 310 m2 totales - Las Hualtatas / San Damián",661637000,19000.0,310,310,3,3,2,16/02/2023
"Lo Barnechea, Excelente departamento/el tranque",494486600,14200.0,196,196,3,2,2,16/02/2023
"Quinta Normal, Fantástico departamento en quinta normal",87057500,2500.0,52,52,3,1,0,16/02/2023
"Providencia, Suecia/Metro Los Leones",205455700,5900.0,77,77,2,2,0,16/02/2023
"Santiago, Cervantes con Esmeralda a pasos del Mercado Central Metro Calicanto",105000000,3015.249,92,92,5,5,0,16/02/2023
"Santiago, Metro santa ana",87057500,2500.0,52,52,2,2,0,16/02/2023
"Santiago, Nataniel cox, entre calles copiapó y coquimbo",73128300,2100.0,35,35,1,1,0,16/02/2023
"Lo Barnechea, Proyecto Av. Raúl Labbé 12413 entre Radal y La dehesa, Entrega Inmediata",449599753,12911.0,0,0,4,4,1,16/02/2023
"Estación Central, Metro Las Rejas Norte 65",52582730,1510.0,28,28,1,1,0,16/02/2023
"Las Condes, Av Las Condes 12750",274753470,7890.0,70,70,2,2,1,16/02/2023
"Santiago, Plaza Brasil",4352875000000,125000000.0,68,68,3,2,0,16/02/2023
"Santiago, Se vende departamento en serrano 266 comuna de santiago c...",125188685,3595.0,1,1,2,2,0,16/02/2023
"Santiago, Curicó",84000000,2412.199,37,37,1,1,2,16/02/2023
"Las Condes, 91m2, seminuevo, 2d 2b est y bod",261172500,7500.0,91,91,2,2,1,16/02/2023
"Ñuñoa, Pasaje 34/av/ grecia / rodrigo de araya",114915900,3300.0,67,67,3,1,1,16/02/2023
"Macul, Quilín//Macul",137550850,3950.0,71,71,2,2,1,16/02/2023
"Estación Central, Toro Mazotte 110",83575200,2400.0,54,54,2,1,1,16/02/2023
"Vitacura, Santa Maria de Manquehue/Rotonda Lo Curro",661637000,19000.0,180,180,3,3,2,16/02/2023
"Santiago, Manuel Antonio Tocornal esquina Santa Isabel",83575200,2400.0,38,38,1,1,0,16/02/2023
"Santiago, Blanco encalada // Vergara // Domeyko",81834050,2350.0,47,47,2,2,0,16/02/2023
"Las Condes, Av. Cristóbal Colón // Piacenza",379570700,10900.0,128,128,3,2,2,16/02/2023
"Macul, Av. Vicente Huidobro // Av. Macul",140000000,4020.331,73,73,2,2,1,16/02/2023
"San Miguel, San Francisco // Vargas Buston",83575200,2400.0,34,34,1,1,0,16/02/2023
"Independencia, Olivos // Independencia",66163700,1900.0,36,36,1,1,0,16/02/2023
"Independencia, Independencia // Pablo Urzua",66163700,1900.0,36,36,1,1,0,16/02/2023
"Estación Central, Venta departamento en estacion central - ed season, santi...",81694758,2346.0,53,53,2,2,0,16/02/2023
"Santiago, Metro Rondizzoni",92280950,2650.0,60,60,2,1,0,16/02/2023
"Santiago, Metro Rondizzoni",90539800,2600.0,43,43,2,2,0,16/02/2023
"Santiago, Metro Rondizzoni",78351750,2250.0,45,45,2,1,0,16/02/2023
"Santiago, Metro santa ana",59164277,1699.0,38,38,1,1,0,16/02/2023
"Independencia, Fermin vivaceta // el molino",74869450,2150.0,47,47,2,1,0,16/02/2023
"Puente Alto, Vendo departamento en  puente alto, ubicado en avenida pr...",46000000,1320.966,55,55,3,2,1,16/02/2023
"Independencia, Fermin vivaceta // el molino",52234500,1500.0,40,40,1,1,0,16/02/2023
"Santiago, Amunategui // Rosas",59164277,1699.0,20,20,1,1,0,16/02/2023
"Las Condes, Padre hurtado sur / alonso de camargo y cristobal colón",198491100,5700.0,75,75,3,2,1,16/02/2023
"Independencia, El Molino/Fermín Vivaceta",113174750,3250.0,54,54,3,2,1,16/02/2023
"Santiago, Avenida Libertador Bernardo O'Higgins 351, Santiago",174115000,5000.0,52,52,2,2,0,16/02/2023
"Santiago, Amunátegui 890",113174750,3250.0,62,62,2,2,0,16/02/2023
"San Joaquín, Santiago",104469000,3000.0,56,56,2,1,1,16/02/2023
"Santiago, Santa isabel / vicuña mackenna",106000000,3043.965,45,45,2,1,0,16/02/2023
"Estación Central, Metro Ecuador / Santa Petro",52234500,1500.0,27,27,1,1,0,16/02/2023
"Estación Central, Metro Ecuador / Abtao",87231615,2505.0,33,33,1,1,0,16/02/2023
"Estación Central, Metro Ecuador / Abtao",87266438,2506.0,33,33,1,1,0,16/02/2023
"Estación Central, Metro Ecuador / Abtao",87997721,2527.0,33,33,1,1,0,16/02/2023
"Estación Central, Metro Ecuador / Abtao",99245550,2850.0,33,33,1,1,0,16/02/2023
"Estación Central, Metro Ecuador / Abtao",95415020,2740.0,33,33,1,1,0,16/02/2023
"Santiago, Metro Cumming / Cueto",84550000,2427.993,51,51,1,1,1,16/02/2023
"Estación Central, Ecuador 4570",107951300,3100.0,61,61,2,2,0,16/02/2023
"La Florida, Metro Vicente Valdés",138595540,3980.0,68,68,2,2,0,16/02/2023
"La Reina, Mall Plaza Egaña",271619400,7800.0,90,90,2,2,2,16/02/2023
"Ñuñoa, Holanda / Sucre",407429100,11700.0,147,147,3,3,2,16/02/2023
"San Miguel, Metro Ciudad del Niño",127347711,3657.0,68,68,3,2,1,16/02/2023
"Santiago, Metro santa ana / mario kreutzberger",59164277,1699.0,20,20,1,1,0,16/02/2023
"Santiago, Santa Rosa / Eleuterio Ramirez",95763250,2750.0,45,45,1,1,1,16/02/2023
"Ñuñoa, Grecia / Metro Irarrázaval",127103950,3650.0,38,38,1,1,1,16/02/2023
"Santiago, Parque Los Reyes",111433600,3200.0,56,56,2,2,0,16/02/2023
"Pudahuel, San pablo",60000000,1722.999,58,58,3,1,0,16/02/2023
"Santiago, Enrique Mac Iver",68000000,1952.732,45,45,1,1,0,16/02/2023
"Independencia, Av Independencia / Olivos",111398777,3199.0,49,49,2,1,0,16/02/2023
"La Reina, Nicanor Plaza / Valenzuela Puelma",550203400,15800.0,220,220,4,4,2,16/02/2023
"Las Condes, Martín de Zamora / Estadio Español",312362310,8970.0,105,105,3,2,2,16/02/2023
"San Miguel, Llano Subercaseaux",100638470,2890.0,56,56,2,2,1,16/02/2023
"Las Condes, La Capitanía",181079600,5200.0,48,48,1,1,1,16/02/2023
"Santiago, Calle Rosas",75000000,2153.749,32,32,1,1,0,16/02/2023
"Vitacura, Lo curro/via aurora",1313175330,37710.0,620,620,5,4,0,16/02/2023
"Las Condes, San Crescente/Augusto Leguía Sue",417876000,12000.0,139,139,4,2,0,16/02/2023
"Las Condes, Colegios Padre Hurtado y Juanita de los Andes",748694500,21500.0,350,350,5,4,3,16/02/2023
"Estación Central, Departamento del 2019  1d/1b/bod",74869450,2150.0,35,35,1,1,0,16/02/2023
"Ñuñoa, Sucre / Manuel Montt",205455700,5900.0,67,67,3,2,2,16/02/2023
"Santiago, Vendo proyecto de dptos desde estudio, 1d/1b y 2d/2b apartir de 26.31 m² en santiago",107359309,3083.0,0,0,1,1,0,16/02/2023
"San Miguel, Vendo proyecto de dptos desde estudio, 1d/1b, 2d/1b y 2d/2b a partir de 19.44 m² en san miguel",83644846,2402.0,0,0,1,1,0,16/02/2023
"La Cisterna, Vendo proyecto de dptos de 2d/2b a partir de 44.68 m² en la cisterna",117283864,3368.0,0,0,1,1,0,16/02/2023
"Ñuñoa, Vendo proyecto de dptos desde estudio y 1d/1b a partir de 21.99 m² en la cisterna",82217103,2361.0,0,0,1,1,0,16/02/2023
"Ñuñoa, Vendo proyecto de dptos desde estudio 1d/1b y 2d/2b a partir de 21.01 m² en santiago",103598425,2975.0,0,0,1,1,0,16/02/2023
"Santiago, Vendo proyecto de dptos desde 2d/2b a partir de 49.75 m² en santiago",113801564,3268.0,0,0,1,1,0,16/02/2023
"Santiago, Vendo proyecto de dptos desde 1d/1b, 2d/1b y 2d/2b a partir de 32.00 m² en santiago",82495687,2369.0,0,0,1,1,0,16/02/2023
"Santiago, Vendo proyecto de dptos desde 1d/1b, 2d/1b y 3d/2b a partir de 30.88 m² en santiago",104085947,2989.0,0,0,1,1,0,16/02/2023
"Santiago, Vendo proyecto de dptos desde estudio y 1d/1b a partir en santiago",86256571,2477.0,0,0,1,1,0,16/02/2023
"Santiago, Vendo proyecto de dptos desde 1d/1b, 2d/1b y 2d/2b a partir de 32.83 m² en santiago",97678515,2805.0,0,0,1,1,0,16/02/2023
"Ñuñoa, Doublé Almeyda/ Campo de Deportes",186303050,5350.0,70,70,3,2,1,16/02/2023
"Estación Central, Av. Ecuador/Embajador Quintana",67904850,1950.0,35,35,1,1,0,16/02/2023
"Ñuñoa, Av. Pedro de Valdivia 3712",106000000,3043.965,36,36,1,1,0,16/02/2023
"Santiago, Santo domingo 1760",78351750,2250.0,30,30,1,1,0,16/02/2023
"Independencia, Se vende cómodo y moderno departamento 1d 1b excelente ubicación",62681400,1800.0,35,35,1,1,0,16/02/2023
"Las Condes, Domingo bondi/martin de zamora",445734400,12800.0,143,143,3,3,1,16/02/2023
"Santiago, General mackenna / san martín",69297770,1990.0,32,32,1,1,0,16/02/2023
"Quinta Normal, Avenida Carrascal",88798650,2550.0,67,67,3,2,0,16/02/2023
"San Joaquín, Santa rosa/rivas",78351750,2250.0,48,48,3,1,0,16/02/2023
"Santiago, Catedral/Amunategui",76610600,2200.0,32,32,1,1,0,16/02/2023
"Santiago, San Francisco 335",116308820,3340.0,68,68,2,2,1,16/02/2023
"Providencia, Mardoqueo Fernández",167150400,4800.0,43,43,2,2,0,16/02/2023
"Santiago, Av. Portugal 152",169239780,4860.0,80,80,2,2,1,16/02/2023
"Ñuñoa, Zañartu/Williams Rebolledo",125362800,3600.0,52,52,2,2,0,16/02/2023
"Estación Central, Nicasio Retamales 115",45269900,1300.0,51,51,1,1,0,16/02/2023
"Ñuñoa, Sucre // Pedro de Valdivia",215554370,6190.0,81,81,2,2,1,16/02/2023
"Santiago, Herrera esquina Mapocho",71387150,2050.0,47,47,3,1,0,16/02/2023
"Santiago, Lord Cochrane 220",114915900,3300.0,514,514,2,2,0,16/02/2023
"Independencia, Vivaceta con hipodromo",107951300,3100.0,51,51,2,1,0,16/02/2023
"Las Condes, Kenedy",309924700,8900.0,88,88,2,2,1,16/02/2023
"Santiago, Departamento en venta en santiago de chile",50000000,1435.833,19,19,1,1,0,16/02/2023
"Santiago, Balmaceda con esperanza",69890000,2007.007,41,41,2,1,0,16/02/2023
"San Joaquín, Vicuña Mackenna / Universidad Católica Campus San Joaquín",129000000,3704.448,74,74,3,2,1,16/02/2023
"Providencia, moderno y casi nuevo departamento con cocina americana, Solo para inversionistas. El departamento se encuentra actualmente arrendado con un canon de arriendo $850.000 hasta diciembre 2023.",208938000,6000.0,60,60,2,2,0,16/02/2023
"Huechuraba, Ciudad empresarial, avenida del parque",229135340,6580.0,120,120,3,2,2,16/02/2023
"Vitacura, Manquehue Norte",365641500,10500.0,135,135,3,3,1,16/02/2023
"Santiago, Corregidor Zañartu",130000000,3733.165,86,86,2,2,0,16/02/2023
"Santiago, San Pablo 1503",104120770,2990.0,42,42,2,1,0,16/02/2023
"La Florida, Jos{e Miguel Carrera 130",80000000,2297.332,57,57,2,1,1,16/02/2023
"Providencia, Sector Plaza Las Lilias en Av El Bosque proximo a Eilodoro Yañez Providencia .",383018177,10999.0,182,182,4,3,2,16/02/2023
"Santiago, Vendo dpto 1d1b ideal para inversion en santiago centro desde 2.947 uf",102623381,2947.0,0,0,1,1,0,16/02/2023
"Ñuñoa, Diego de Almagro/Coventry",313407000,9000.0,114,114,3,2,0,16/02/2023
"Independencia, Independencia 740",99245550,2850.0,577,577,3,2,0,16/02/2023
"Las Condes, Martin alonso pinzon - cristobal colon",390017600,11200.0,170,170,3,3,2,16/02/2023
"Santiago, Santiago, Región Metropolitana",139292000,4000.0,60,60,2,2,0,16/02/2023
"La Cisterna, Pedro Aguirre Cerda 0256",104469000,3000.0,48,48,2,1,1,16/02/2023
"Pudahuel, C. Diag. Travesia 8727",72000000,2067.599,49,49,3,1,1,16/02/2023
"Las Condes, Excelente distribución/avenida las condes",309924700,8900.0,120,120,3,3,1,16/02/2023
"Santiago, Club Hípico con Domeyko, Barrio República",76610600,2200.0,38,38,1,1,0,16/02/2023
"Santiago, Depto estudio, ideal para inversionista",50000000,1435.833,19,19,1,1,0,16/02/2023
"Providencia, Holanda / Plaza La Alcaldesa",243761000,7000.0,75,75,2,2,1,16/02/2023
"Las Condes, Av. Presidente Kennedy Lateral/Gerónimo de Alderete",355194600,10200.0,130,130,4,3,1,16/02/2023
"Santiago, Coquimbo 1331, Santiago de Chile, Región",80092900,2300.0,334,334,1,1,0,16/02/2023
"Providencia, Pio xi, lota, providencia",221126050,6350.0,83,83,3,2,0,16/02/2023
"Las Condes, Av. Presidente Kennedy Lateral/Gerónimo de Alderete",278584000,8000.0,74,74,2,2,2,16/02/2023
"Estación Central, En venta en metro san alberto hurtado moderno y comodo departamento de 1d-1b!",64422550,1850.0,35,35,1,1,0,16/02/2023
"Santiago, Avenida Santa Rosa",80000000,2297.332,35,35,1,1,0,16/02/2023
"San Miguel, Metro San Miguel",134068550,3850.0,65,65,2,2,1,16/02/2023
"Providencia, Av. Los Leones - El Aguilucho",188044200,5400.0,76,76,2,2,0,16/02/2023
"La Florida, Walker Martinez/Metro Vicuña Mackenna",105000000,3015.249,45,45,2,2,1,16/02/2023
"Las Condes, Mar del Sur 1050",313058770,8990.0,104,104,3,2,2,16/02/2023
"San Miguel, Quinta Avenida / Ciudad de Niño",97504400,2800.0,64,64,3,2,1,16/02/2023
"Estación Central, Toro mazote metro san alberto hurtado",80092900,2300.0,41,41,2,1,0,16/02/2023
"Santiago, Santiago, Región Metropolitana",93673870,2690.0,30,30,1,1,0,16/02/2023
"Las Condes, manquehue norte",147997750,4250.0,41,41,1,1,0,16/02/2023
"Las Condes, sebastian el cano/colon",285548600,8200.0,82,82,2,2,1,16/02/2023
"Las Condes, Inmobiliaria almagro/avenida cristóbal colón",602089670,17290.0,170,170,3,3,2,16/02/2023
"Recoleta, Dpto. 1 dormitorio 1 baño + estacionamiento y bodega",74000000,2125.032,36,36,1,1,1,16/02/2023
"Independencia, Venecia / Metro Plaza Chacabuco",87057500,2500.0,42,42,2,1,0,16/02/2023
"San Miguel, Dpto. Milán 2d+2b+1e+1b san miguel",103000000,2957.815,63,63,2,2,0,16/02/2023
"Providencia, Departamento Para Inversionista, Arrendado Con Contrato",240278700,6900.0,82,82,2,2,1,16/02/2023
"El Bosque, Venta, el bosque, dpto. A pasos de gran avenida",75043565,2155.0,58,58,3,1,0,16/02/2023
"Vitacura, Mar Jónico 1500",344747700,9900.0,99,99,3,3,2,16/02/2023
"Lo Barnechea, Como nuevo/el tranque",508415800,14600.0,195,195,3,3,2,16/02/2023
"Santiago, Avenida Portugal",111433600,3200.0,49,49,3,2,0,16/02/2023
